Pcode,Locality,Town $
2370,Furracabad,31884
3381,Fyans Creek,31884
3218,Fyansford,31884
2609,Fyshwick,31884
6574,Gabalong,31884
6041,Gabbadah,31884
6476,Gabbin,31884
2720,Gadara,31884
4884,Gadgarra,31884
4671,Gaeta,31884
3723,Gaffneys Creek,31884
7030,Gagebrook,31884
4300,Gailes,31884
3822,Gainsborough,31884
4702,Gainsford,31884
6337,Gairdner,31884
4850,Gairloch,31884
2716,Gala Vale,31884
2850,Galambine,31884
5308,Galga,31884
4726,Galilee,31884
822,Galiwinku,31884
2585,Galong,31884
2650,Galore,31884
2159,Galston,31884
4892,Gamboola,31884
2790,Ganbenang,31884
2422,Gangat,31884
2702,Ganmain,31884
3568,Gannawarra,31884
6714,Gap Ridge,29472
3737,Gapsted,29472
880,Gapuwiyak,29472
2405,Garah,29472
4814,Garbutt,41075
4814,Garbutt East,41075
3207,Garden City,41075
5960,Garden Island,41075
6168,Garden Island,41075
7112,Garden Island Creek,41075
2289,Garden Suburb,41075
3185,Gardenvale,41075
7112,Gardners Bay,41075
2871,Garema,41075
3814,Garfield,41075
4728,Garfield,41075
3814,Garfield North,41075
4741,Gargett,41075
3352,Garibaldi,41075
2797,Garland,41075
2330,Garland Valley,41075
4702,Garnant,41075
4852,Garners Beach,41075
2340,Garoo,41075
2866,Garra,41075
4860,Garradunga,41075
2605,Garran,57524
4850,Garrawalt,57524
2345,Garthowen,57524
3265,Garvoc,57524
6705,Gascoyne Junction,39625
6705,Gascoyne River,39625
2290,Gateshead,39625
3691,Gateway Island,39625
4343,Gatton,39625
4345,Gatton College,39625
3407,Gatum,39625
4211,Gaven,39625
5118,Gawler,39625
7315,Gawler,39625
5118,Gawler Belt,36618
5118,Gawler East,36618
5118,Gawler River,36618
5118,Gawler South,36618
5118,Gawler West,36618
4625,Gayndah,36618
4051,Gaythorne,36618
3289,Gazette,36618
2446,Gearys Flat,36618
4034,Geebung,40155
6728,Geegully Creek,40155
2642,Geehi,40155
3220,Geelong,42196
3221,Geelong Mc,42196
3215,Geelong North,42196
3218,Geelong West,38455
7116,Geeveston,38455
4352,Geham,38455
7015,Geilston Bay,38455
3885,Gelantipy,38455
3239,Gellibrand,38455
3237,Gellibrand Lower,38455
3971,Gelliondale,38455
6230,Gelorup,38455
2650,Gelston Park,38455
2795,Gemalla,38455
3783,Gembrook,38455
4721,Gemini Mountains,38455
5255,Gemmells,38455
2474,Geneva,38455
3891,Genoa,38455
3833,Gentle Annie,38455
6280,Geographe,38455
4003,George Street,38455
7253,George Town,38455
2365,Georges Creek,35852
3700,Georges Creek,35852
2198,Georges Hall,35852
2795,Georges Plains,35852
5472,Georgetown,35852
4871,Georgetown,35852
2298,Georgetown,35852
2480,Georgica,35852
6532,Georgina,35852
4825,Georgina,35852
5094,Gepps Cross,35852
3546,Gerahmin,35852
6530,Geraldton,40235
6531,Geraldton Po,40235
3418,Gerang Gerung,40178
3249,Gerangamete,40178
5301,Geranium,40178
5381,Geranium Plains,40178
5343,Gerard,40178
5291,German Creek,40178
5280,German Flat,40178
3387,Germania,40178
4871,Germantown,40178
3741,Germantown,40178
5495,Germein Bay,40178
2642,Gerogery,40178
3289,Gerrigerrup,40178
2534,Gerringong,40178
2534,Gerroa,40178
2818,Geurie,40178
872,Ghan,40178
4574,Gheerulla,40178
3240,Gherang,40178
3331,Gheringhap,40178
3717,Ghin Ghin,40178
4420,Ghinghinda,40178
2474,Ghinni Ghi,40178
2430,Ghinni Ghinni,40178
2380,Ghoolendaadi,40178
6426,Ghooli,40178
2328,Giants Creek,40178
6743,Gibb,40178
2469,Gibberagee,40178
2370,Gibraltar Range,40178
6448,Gibson,40178
872,Gibson Desert North,40178
872,Gibson Desert South,40178
6083,Gidgegannup,40178
2666,Gidginbung,40178
2340,Gidley,40178
4824,Gidya,40178
3851,Giffard,40178
3851,Giffard West,40178
5253,Gifford Hill,40178
4620,Gigoomgan,40178
3480,Gil Gil,40178
4871,Gilbert River,40178
3072,Gilberton,40178
5081,Gilberton,40178
4208,Gilberton,40178
3797,Gilderoy,40178
2560,Gilead,40178
5411,Giles Corner,40178
2360,Gilgai,40178
2827,Gilgandra,40178
6302,Gilgering,29675
2829,Gilgooma,29675
2835,Gilgunnia,29675
4570,Gilldora,29675
870,Gillen,29675
2700,Gillenbah,29675
5453,Gillentown,29675
5086,Gilles Plains,29675
2462,Gilletts Ridge,29675
3616,Gillieston,29675
2321,Gillieston Heights,29675
6308,Gillimanning,29675
6510,Gillingarra,29675
5013,Gillman,29675
3858,Gillum,29675
2795,Gilmandyke,29675
2905,Gilmore,43919
2720,Gilmore,43919
6701,Gilroyd,43919
4211,Gilston,43919
4671,Gin Gin,43919
2823,Gin Gin,43919
4702,Gindie,43919
4676,Gindoran,43919
2404,Gineroi,43919
6725,Gingerah,43919
2849,Ginghi,43919
6503,Gingin,43919
6503,Ginginup,36156
2787,Gingkin,36156
2913,Ginninderra Village,36156
4625,Ginoondan,36156
3841,Gippsland Mc,35210
3891,Gipsy Point,35210
2617,Giralang,45864
2480,Girards Hill,45864
3624,Girgarre,45864
3616,Girgarre East,45864
2831,Girilambone,45864
2422,Giro,45864
2669,Girral,45864
2449,Girralong,45864
4382,Girraween,45864
836,Girraween,45864
2145,Girraween,45864
6064,Girrawheen,45864
4809,Giru,45864
2425,Girvan,45864
3437,Gisborne,45864
3437,Gisborne South,45864
4670,Givelda,45864
1675,Gladesville,45864
2111,Gladesville,45864
3575,Gladfield,45864
4370,Gladfield,45864
7264,Gladstone,47874
4680,Gladstone,47874
2440,Gladstone,47874
5473,Gladstone,47874
4680,Gladstone Bc,31765
4680,Gladstone Central,31765
4680,Gladstone Dc,31765
4680,Gladstone Harbour,31765
3043,Gladstone Park,31765
3797,Gladysdale,31765
4306,Glamorgan Vale,31765
4615,Glan Devon,30118
5037,Glandore,30118
2795,Glanmire,30118
4570,Glanmire,30118
5015,Glanville,30118
4518,Glass House Mountains,33060
4570,Glastonbury,33060
7109,Glaziers Bay,33060
2037,Glebe,33060
7000,Glebe,33060
6330,Gledhow,33060
2557,Gledswood Hills,33060
2849,Glen Alice,33060
2631,Glen Allen,33060
4885,Glen Allyn,33060
2560,Glen Alpine,33060
3979,Glen Alvie,33060
4381,Glen Aplin,33060
4871,Glen Boughton,33060
4342,Glen Cairn,33060
3691,Glen Creek,33060
2846,Glen Davis,33060
4570,Glen Echo,33060
4680,Glen Eden,33060
2370,Glen Elgin,43896
4312,Glen Esk,43896
2630,Glen Fergus,43896
3990,Glen Forbes,43896
6071,Glen Forrest,43896
3163,Glen Huntly,43896
7109,Glen Huon,43896
2370,Glen Innes,43896
6230,Glen Iris,29168
3146,Glen Iris,29168
4800,Glen Isla,29168
2321,Glen Martin,29168
6239,Glen Mervyn,29168
2365,Glen Nevis,29168
4377,Glen Niven,29168
2320,Glen Oak,29168
5064,Glen Osmond,29168
3352,Glen Park,29168
4880,Glen Russell,29168
4872,Glen Ruth,29168
3898,Glen Valley,29168
2422,Glen Ward,29168
3150,Glen Waverley,29168
2321,Glen William,29168
3898,Glen Wills,29168
3238,Glenaire,29168
3864,Glenaladale,29168
3517,Glenalbyn,29168
5052,Glenalta,29168
4385,Glenarbon,29168
3764,Glenaroua,29168
4424,Glenaubyn,29168
4355,Glenaven,29168
4620,Glenbar,29168
2337,Glenbawn,29168
3352,Glenbrae,29168
2773,Glenbrook,29168
3717,Glenburn,29168
5291,Glenburnie,29168
2365,Glencoe,29168
5291,Glencoe,29168
4352,Glencoe,29168
6316,Glencoe,29168
5291,Glencoe West,29168
2285,Glendale,29168
4711,Glendale,29168
6016,Glendalough,29168
5701,Glendambo,29168
3363,Glendaruel,29168
4743,Glenden,29168
2761,Glendenning,29168
7109,Glendevie,29168
2330,Glendon,29168
2330,Glendon Brook,29168
3364,Glendonald,29168
4285,Gleneagle,29168
2810,Glenelg,34301
5045,Glenelg,34301
5045,Glenelg East,38149
5045,Glenelg Jetty Road,38149
5045,Glenelg North,38149
5045,Glenelg South,38149
4740,Glenella,38149
2642,Glenellen,38149
3858,Glenfalloch,38149
4515,Glenfern,38149
7140,Glenfern,38149
3122,Glenferrie South,38149
6532,Glenfield,38149
2167,Glenfield,38149
2650,Glenfield Park,38149
3266,Glenfyne,38149
3020,Glengala,38149
4370,Glengallan,38149
2486,Glengarrie,38149
7275,Glengarry,38149
3854,Glengarry,38149
3854,Glengarry North,38149
3854,Glengarry West,38149
3370,Glengower,38149
5044,Glengowrie,38149
4420,Glenhaughton,38149
2156,Glenhaven,38149
3444,Glenhope,38149
3522,Glenhope East,38149
2454,Gleniffer,38149
3314,Glenisla,38149
3418,Glenlee,38149
4711,Glenlee,38149
4630,Glenleigh,38149
3469,Glenlofty,38149
3469,Glenlogie,38149
3527,Glenloth,38149
3527,Glenloth East,38149
3451,Glenluce,38149
7012,Glenlusk,38149
6256,Glenlynn,38149
3461,Glenlyon,38149
4380,Glenlyon,38149
3858,Glenmaggie,38149
4719,Glenmoral,38149
3340,Glenmore,38149
2570,Glenmore,38149
2745,Glenmore Park,38149
4423,Glenmorgan,38149
2330,Glennies Creek,38149
2261,Glenning Valley,38149
7140,Glenora,38149
6258,Glenoran,38149
3385,Glenorchy,38149
4650,Glenorchy,38149
7010,Glenorchy,38149
4342,Glenore Grove,32719
2157,Glenorie,32719
3265,Glenormiston North,32719
3265,Glenormiston South,32719
3469,Glenpatrick,32719
2564,Glenquarie,32719
2576,Glenquarry,32719
4626,Glenrae,32719
2450,Glenreagh,32719
2330,Glenridding,32719
4605,Glenrock,32719
2337,Glenrock,32719
3675,Glenrowan,32719
3675,Glenrowan West,32719
3046,Glenroy,32719
2640,Glenroy,32719
5277,Glenroy,32719
4702,Glenroy,32719
2653,Glenroy,32719
5065,Glenside,32719
3293,Glenthompson,32719
2430,Glenthorne,32719
6509,Glentromie,32719
2460,Glenugie,32719
5064,Glenunga,32719
4350,Glenvale,32719
4553,Glenview,32719
4570,Glenwood,32719
2768,Glenwood,32719
2250,Glenworth Valley,32719
5110,Globe Derby Park,32719
3851,Glomar Beach,32719
2756,Glossodia,32719
5344,Glossop,32719
2422,Gloucester,32719
2422,Gloucester Tops,31126
822,Glyde Point,31126
5070,Glynde,31126
5070,Glynde Dc,31126
5070,Glynde Plaza,31126
6077,Gnangara,31126
6285,Gnarabup,31126
3221,Gnarwarre,31126
6714,Gnoorea,31126
3260,Gnotuk,31126
6335,Gnowangerup,31126
6328,Gnowellen,30844
2477,Goat Island,30844
2727,Gobarralong,30844
3559,Gobarup,30844
2650,Gobbagombalin,30844
3719,Gobur,30844
2720,Gocup,30844
2586,Godfreys Creek,30844
4511,Godwin Beach,30844
4702,Gogango,30844
2705,Gogeldrie,30844
2738,Gol Gol,30844
7254,Golconda,30844
4217,Gold Coast Mc,40792
9726,Gold Coast Mc,40792
6174,Golden Bay,37969
4551,Golden Beach,37969
3851,Golden Beach,37969
4621,Golden Fleece,37969
5125,Golden Grove,37969
5125,Golden Grove Village,37969
3555,Golden Gully,37969
5322,Golden Heights,37969
3451,Golden Point,37083
3465,Golden Point,37083
3350,Golden Point,37083
3555,Golden Square,37083
7304,Golden Valley,37083
3435,Goldie,37083
4865,Goldsborough,37083
3472,Goldsborough,37083
2820,Gollan,37083
2580,Golspie,37083
5352,Gomersal,37083
3352,Gong Gong,37083
2839,Gongolgon,37083
2732,Gonn,37083
3579,Gonn Crossing,37083
2720,Goobarragandra,37083
4670,Gooburrum,37083
2790,Good Forest,37083
2582,Good Hope,37083
5330,Good Hope Landing,37083
4671,Good Night,37083
4390,Goodar,37083
6330,Goode Beach,37083
4610,Goodger,37083
6468,Goodlands,37083
2575,Goodmans Ford,37083
4300,Goodna,37083
2736,Goodnight,37083
2838,Goodooga,37083
4660,Goodwood,37083
5034,Goodwood,37083
7010,Goodwood,37083
2469,Goodwood Island,37083
4306,Googa Creek,37083
2620,Googong,37083
4856,Goolboo,37083
2652,Goolgowi,37083
2379,Goolhi,37083
2852,Goolma,37083
4306,Goolman,37083
2480,Goolmangar,37083
2805,Gooloogong,37083
5214,Goolwa,37083
5214,Goolwa Beach,37083
5214,Goolwa North,37083
5214,Goolwa South,37083
3673,Goomalibee,37083
6460,Goomalling,37083
4702,Goomally,35985
6415,Goomarin,35985
2646,Goombargana,35985
4570,Goomboorian,35985
4354,Goombungee,35985
4362,Goomburra,35985
4601,Goomeri,35985
4601,Goomeribong,35985
3875,Goon Nure,35985
4860,Goondi,35985
4860,Goondi Bend,35985
4860,Goondi Hill,35985
4390,Goondiwindi,35985
2480,Goonellabah,32456
2482,Goonengerry,32456
3888,Goongerah,32456
2830,Goonoo Forest,32456
2340,Goonoo Goonoo,32456
2870,Goonumbla,32456
3666,Gooram,32456
3685,Gooramadda,32456
3725,Goorambat,32456
2330,Goorangoola,32456
4800,Goorganga Creek,32456
4800,Goorganga Plains,32456
2396,Goorianawa,32456
3557,Goornong,32456
3477,Gooroc,32456
4625,Gooroolba,32456
6076,Gooseberry Hill,32456
4650,Gootchie,32456
4702,Goovigen,32456
4702,Goowarra,32456
3305,Gorae,32456
3305,Gorae West,32456
4421,Goranba,32456
3345,Gordon,46342
7150,Gordon,46342
2072,Gordon,46342
2906,Gordon,46342
4031,Gordon Park,46342
4610,Gordonbrook,46342
4865,Gordonvale,46342
4352,Gore,46342
2469,Gorge Creek,46342
6375,Gorge Rock,46342
3873,Gormandale,46342
2795,Gormans Hill,46342
7466,Gormanston,46342
2263,Gorokan,46342
3412,Goroke,46342
6556,Gorrie,46342
3585,Goschen,46342
2250,Gosford,46342
2320,Gosforth,38940
7216,Goshen,38940
6990,Gosnells,38940
6110,Gosnells,38940
5223,Gosse,38803
2358,Gostwyck,38803
3723,Goughs Bay,38803
2580,Goulburn,32491
2580,Goulburn Dc,32491
822,Goulburn Island,32491
2580,Goulburn North,36416
3608,Goulburn Weir,36416
5114,Gould Creek,36416
7216,Goulds Country,36416
2330,Gouldsville,36416
2795,Gowan,36416
3043,Gowanbrae,36416
3544,Gowanford,36416
2357,Gowang,36416
3669,Gowangardie,36416
3477,Gowar East,36416
3451,Gower,36416
2330,Gowrie,49324
2340,Gowrie,49324
2904,Gowrie,49324
4352,Gowrie Junction,49324
4352,Gowrie Little Plain,49324
4350,Gowrie Mountain,49324
7306,Gowrie Park,49324
4470,Gowrie Station,49324
5461,Goyder,49324
2583,Grabben Gullen,30669
5502,Grace Plains,30669
4702,Gracemere,30669
6284,Gracetown,30669
4075,Graceville,49299
4075,Graceville East,49299
2474,Gradys Creek,49299
2460,Grafton,49299
2403,Gragin,49299
4650,Grahams Creek,49299
2729,Grahamstown,49299
3631,Grahamvale,49299
2360,Graman,49299
3314,Grampians,49299
4855,Granadilla,49299
3870,Grand Ridge,49299
4820,Grand Secret,49299
4340,Grandchester,49299
4051,Grange,50814
5022,Grange,50814
3525,Granite Flat,50814
3875,Granite Rock,50814
4815,Granite Vale,50814
4347,Grantham,35810
7030,Granton,35810
2445,Grants Beach,35810
3984,Grantville,35810
6503,Granville,35810
1830,Granville,35810
1831,Granville,35810
2142,Granville,35810
4650,Granville,35810
7469,Granville Harbour,35810
3701,Granya,35810
4352,Grapetree,35810
2570,Grasmere,35810
3409,Grass Flat,35810
6446,Grass Patch,35810
6403,Grass Valley,35810
4405,Grassdale,35810
3302,Grassdale,35810
3281,Grassmere,35810
4740,Grasstree Beach,35810
7017,Grasstree Hill,35810
7256,Grassy,35810
2441,Grassy Head,35810
2850,Grattai,35810
7276,Gravelly Beach,35810
2401,Gravesend,35810
830,Gray,42420
7215,Gray,42420
3477,Grays Bridge,42420
4357,Grays Gate,42420
2232,Grays Point,42420
3608,Graytown,42420
3477,Gre Gre,42420
3477,Gre Gre North,42420
3477,Gre Gre South,42420
7150,Great Bay,42420
4700,Great Keppel Island,42420
2108,Great Mackerel Beach,32028
2460,Great Marlow,32028
4655,Great Sandy Strait,32028
3685,Great Southern,32028
3374,Great Western,32028
3537,Gredgwin,31140
2551,Green Cape,31140
2338,Green Creek,31140
5107,Green Fields,31140
2471,Green Forest,31140
2850,Green Gully,31140
3462,Green Gully,31140
6514,Green Head,31140
4865,Green Hill,31140
2730,Green Hills,31140
2323,Green Hills,31140
2365,Green Hills,31140
5153,Green Hills Range,31140
4871,Green Island,31140
5607,Green Patch,31140
2474,Green Pigeon,31140
2428,Green Point,31140
2251,Green Point,31140
6328,Green Range,31140
6330,Green Valley,31140
2168,Green Valley,31140
2190,Greenacre,31140
5086,Greenacres,31140
4124,Greenbank,31140
5253,Greenbanks,36075
6254,Greenbushes,36075
3341,Greendale,36075
2550,Greendale,36075
2745,Greendale,36075
2809,Greenethorpe,36075
2176,Greenfield Park,36075
6210,Greenfields,36075
2250,Greengrove,36075
2440,Greenhill,36075
3444,Greenhill,36075
5140,Greenhill,36075
6302,Greenhills,36075
2230,Greenhills Beach,36075
4701,Greenlake,36075
2631,Greenlands,36075
2330,Greenlands,36075
4380,Greenlands,36075
2620,Greenleigh,36075
4359,Greenmount,33046
6056,Greenmount,33046
4751,Greenmount,33046
5360,Greenock,33046
6532,Greenough,33046
2471,Greenridge,36874
7270,Greens Beach,36874
4570,Greens Creek,36874
3387,Greens Creek,36874
3088,Greensborough,36874
4120,Greenslopes,43224
4387,Greenup,43224
4816,Greenvale,43224
3059,Greenvale,43224
4606,Greenview,43224
3304,Greenwald,43224
2900,Greenway,47731
5272,Greenways,47731
2540,Greenwell Point,47731
2065,Greenwich,47731
2580,Greenwich Park,47731
5125,Greenwith,47731
6924,Greenwood,47731
4401,Greenwood,47731
6024,Greenwood,47731
6405,Greenwoods Valley,47731
2642,Greg Greg,47731
2650,Gregadoo,47731
4313,Gregors Creek,47731
4830,Gregory,47731
852,Gregory,47731
6535,Gregory,47731
2557,Gregory Hills,47731
4660,Gregory River,47731
4800,Gregory River,47731
2549,Greigs Flat,47731
2810,Grenfell,47731
3352,Grenville,47731
2311,Gresford,47731
3675,Greta,47731
2334,Greta,47731
2325,Greta Main,47731
3675,Greta South,47731
3675,Greta West,47731
7140,Gretna,47731
2474,Grevillia,47731
6521,Grey,47731
3234,Grey River,47731
4715,Greycliffe,47731
4370,Greymare,47731
6701,Greys Plain,47731
2145,Greystanes,47731
3104,Greythorn,47731
4503,Griffin,47731
2603,Griffith,75914
2680,Griffith,75914
2680,Griffith Dc,36648
2680,Griffith East,36648
4222,Griffith University,36648
6253,Grimwade,36648
7277,Grindelwald,36648
3315,Gringegalgona,36648
3315,Gritjurk,36648
2666,Grogan,36648
4892,Groganville,36648
2652,Grong Grong,36648
4352,Groomsville,36648
2753,Grose Vale,36648
2753,Grose Wold,36648
4419,Grosmont,36648
2627,Grosses Plain,36648
4627,Grosvenor,36648
1216,Grosvenor Place,36648
1217,Grosvenor Place,36648
1218,Grosvenor Place,36648
1219,Grosvenor Place,36648
1220,Grosvenor Place,36648
7109,Grove,36648
3216,Grovedale,36648
3216,Grovedale East,36648
2849,Growee,36648
3770,Gruyere,36648
4210,Guanaba,36648
2536,Guerilla Bay,36047
6041,Guilderton,36047
7321,Guildford,36047
3451,Guildford,36047
6935,Guildford,36047
1848,Guildford,36047
2161,Guildford,36047
6055,Guildford,36047
2161,Guildford West,36047
2828,Gulargambone,36047
2347,Gulf Creek,36047
5096,Gulfview Heights,36047
2852,Gulgong,36047
4812,Gulliver,40444
2463,Gulmarrad,40444
5471,Gulnare,40444
4418,Guluguba,40444
852,Gulung Mardrulk,40444
5417,Gum Creek,40444
2360,Gum Flat,40444
2441,Gum Scrub,40444
2840,Gumbalie,40444
2865,Gumble,40444
4154,Gumdale,40444
5233,Gumeracha,48122
4815,Gumlow,48122
4805,Gumlu,48122
2652,Gumly Gumly,48122
2447,Gumma,48122
4570,Gunalda,48122
822,Gunbalanya,48122
2711,Gunbar,48122
3566,Gunbower,48122
2722,Gundagai,48122
2347,Gundamulda,30437
6315,Gundaring,30437
2620,Gundaroo,30437
2580,Gundary,30437
2840,Gunderbooka,30437
2775,Gunderman,30437
4650,Gundiah,30437
3691,Gundowring,30437
2337,Gundy,30437
2912,Gungahlin,46760
2333,Gungal,46760
2829,Gungalman,46760
4620,Gungaloon,46760
832,Gunn,46760
822,Gunn Point,46760
4872,Gunnawarra,44741
2380,Gunnedah,44741
4455,Gunnewin,33981
2581,Gunning,33981
2871,Gunning Gap,33981
2876,Gunningbland,33981
2632,Gunningrah,33981
7315,Gunns Plains,33981
4825,Gunpowder,33981
2852,Guntawang,33981
4892,Gununa,33981
3960,Gunyah,33981
880,Gunyangara,33981
4800,Gunyarra,33981
6513,Gunyidi,33981
4626,Gurgeena,33981
852,Gurindji,33981
2398,Gurley,33981
2787,Gurnang,33981
5343,Gurra Gurra,33981
2460,Gurranang,33981
2581,Gurrundah,33981
4415,Gurulmundi,33981
6623,Gutha,33981
4805,Guthalungra,33981
2798,Guyong,33981
2365,Guyra,33981
3709,Guys Forest,28299
3807,Guys Hill,28299
2356,Gwabegar,28299
4420,Gwambegwine,28299
6302,Gwambygine,28299
2259,Gwandalan,28299
6018,Gwelup,28299
6018,Gwelup Dc,28299
6237,Gwindinup,28299
2500,Gwynneville,26854
3401,Gymbowen,26854
2227,Gymea,26854
2227,Gymea Bay,26854
4570,Gympie,26854
4570,Gympie Dc,27328
872,Haasts Bluff,27328
4740,Habana,27328
2045,Haberfield,27328
2602,Hackett,50008
6076,Hacketts Gully,50008
5163,Hackham,50008
5163,Hackham West,50008
5454,Hacklins Corner,50008
5069,Hackney,50008
2441,Hacks Ferry,50008
3351,Haddon,50008
4353,Haden,50008
3046,Hadfield,50008
7290,Hadspen,50008
7292,Hagley,50008
5245,Hahndorf,50008
4306,Haigslea,50008
4742,Hail Creek,50008
5223,Haines,50008
5461,Halbury,50008
872,Hale,50008
2262,Halekulani,50008
2460,Halfway Creek,50008
4740,Haliday Bay,50008
5309,Halidon,50008
4850,Halifax,50008
5000,Halifax Street,50008
2618,Hall,55885
3803,Hallam,55885
5381,Hallelujah Hills,55885
5419,Hallett,55885
5158,Hallett Cove,55885
2430,Hallidays Point,55885
3818,Hallora,55885
2259,Halloran,55885
6770,Halls Creek,55885
2346,Halls Creek,55885
3381,Halls Gap,37472
6210,Halls Head,37472
3953,Hallston,37472
2340,Hallsville,37472
2311,Halton,37472
4610,Haly Creek,37472
5642,Hambidge,37472
2330,Hambledon Hill,37472
6215,Hamel,37472
6288,Hamelin Bay,37472
6532,Hamelin Pool,37472
6022,Hamersley,37472
6716,Hamersley Range,37472
4007,Hamilton,85399
3300,Hamilton,85399
7140,Hamilton,85399
5373,Hamilton,85399
2303,Hamilton,85399
4007,Hamilton Central,85399
4714,Hamilton Creek,85399
2303,Hamilton East,85399
6163,Hamilton Hill,85399
6963,Hamilton Hill,85399
4803,Hamilton Island,85399
2292,Hamilton North,85399
4800,Hamilton Plains,85399
2303,Hamilton South,85399
2641,Hamilton Valley,85399
5558,Hamley,85399
5401,Hamley Bridge,85399
3215,Hamlyn Heights,85399
2259,Hamlyn Terrace,85399
5431,Hammond,85399
6164,Hammond Park,85399
2170,Hammondville,85399
5374,Hampden,85399
4741,Hampden,85399
2440,Hampden Hall,85399
7321,Hampshire,85399
5086,Hampstead Gardens,85399
2790,Hampton,85399
3188,Hampton,85399
4352,Hampton,85399
3188,Hampton East,85399
3188,Hampton North,85399
3976,Hampton Park,85399
2340,Hanging Rock,85399
2420,Hanleys Creek,85399
4406,Hannaford,85399
2443,Hannam Vale,85399
6430,Hannans,85399
6433,Hannans Po,85399
5374,Hansborough,85399
5417,Hanson,85399
3675,Hansonville,85399
2680,Hanwood,85399
3360,Happy Valley,85399
4825,Happy Valley,85399
3549,Happy Valley,85399
5159,Happy Valley,85399
