Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,
Television,Panasonic,TH-L55WT60Z,Malaysia,327,8.198145078,8,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,85.2
Television,VEON,VN24H1LCDHD,China,170,5.029587911,5,60.996,Screen Technology,LCD,Screen area,1589.2513,Average mode power,45.78
Television,VEON,VN3257LCD,China,320,4.013492619,4,80.028,Screen Technology,LCD,Screen area,2734.984,Average mode power,86.8
Television,Panasonic,TH-L55DT60Z,"Malaysia,China,Japan",291,8.720844045,8,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,79.1
Television,Panasonic,TH-L39EV6Z,Malaysia,141,9.187315005,9,97.974,Screen Technology,LCD (LED),Screen area,4101.633936,Average mode power,38
Television,Panasonic,TH-L42ET60Z,"Malaysia,China,Japan",203,8.197904029,8,106.467,Screen Technology,LCD (LED),Screen area,4843.475624,Average mode power,55.1
Television,Panasonic,TH-L32E6Z,"Japan,Malaysia,China",177,6.67857135,6,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,47.8
Television,Panasonic,TH-L50E6Z,Malaysia,215,9.268127346,9,125.731,Screen Technology,LCD (LED),Screen area,6754.867344,Average mode power,58.3
Television,Panasonic,TH-L55ET60Z,Malaysia,261,9.20843537,9,138.783,Screen Technology,LCD (LED),Screen area,8230.1184,Average mode power,70.9
Television,Panasonic,TH-L55WT60Z,Malaysia,327,9.175909186,9,148.439,Screen Technology,LCD (LED),Screen area,10407.3984,Average mode power,85.2
Television,Panasonic,TH-P55VT60Z,Thailand,674,5.029514788,5,140.051,Screen Technology,Plasma,Screen area,8376.06,Average mode power,184
Television,Panasonic,TH-L24XM6Z,Malaysia,97,7.544056536,7,60.996,Screen Technology,LCD (LED),Screen area,1589.2513,Average mode power,26
Television,Panasonic,TH-L50ET60Z,Malaysia,240,8.775167121,8,125.731,Screen Technology,LCD (LED),Screen area,6754.867344,Average mode power,64
Television,Panasonic,TH-P50X60Z,Thailand,448,6.048586118,6,126.803,Screen Technology,Plasma,Screen area,6873.1,Average mode power,122
Television,Panasonic,TH-P50ST60Z,Thailand,448,6.048586118,6,126.803,Screen Technology,Plasma,Screen area,6873.1,Average mode power,122
Television,Panasonic,TH-P60S60Z,Thailand,630,6.048050876,6,152.591,Screen Technology,Plasma,Screen area,9948.4,Average mode power,172
Television,Panasonic,TH-P50S60Z,Thailand,448,6.048586118,6,126.803,Screen Technology,Plasma,Screen area,6873.1,Average mode power,122
Television,Panasonic,TH-L50B6Z,Malaysia,272,8.214044397,8,125.727,Screen Technology,LCD (LED),Screen area,6754.5112,Average mode power,74
Television,Panasonic,TH-L50EM6Z,Malaysia,221,9.144777721,9,125.731,Screen Technology,LCD (LED),Screen area,6754.867344,Average mode power,60
Television,Panasonic,TH-L32XV6Z,Malaysia,130,7.948983155,7,78.301,Screen Technology,LCD (LED),Screen area,2658.1998,Average mode power,35
Television,Panasonic,TH-L39B6Z,Malaysia,199,7.643264405,7,97.974,Screen Technology,LCD (LED),Screen area,4101.633936,Average mode power,54
Television,Panasonic,TH-L39EM6Z,Malaysia,141,9.187315005,9,97.974,Screen Technology,LCD (LED),Screen area,4101.633936,Average mode power,38
Television,Panasonic,TH-L32XM6Z,Malaysia,126,8.089038932,8,78.301,Screen Technology,LCD (LED),Screen area,2658.1998,Average mode power,34
Television,Panasonic,TH-L42E6Z,"Malaysia,China,Japan",161,9.256143532,9,106.731,Screen Technology,LCD (LED),Screen area,4867.573824,Average mode power,43.5
Television,VEON,VN4628LED-FHD,China,331,6.741324816,6,116.812,Screen Technology,LCD (LED),Screen area,5830.6587,Average mode power,90
Television,VEON,VN3928LED,China,258,6.479313581,6,97.971,Screen Technology,LCD (LED),Screen area,4101.2817,Average mode power,70
Television,VEON,VN3228LED-FHD,China,185,6.480919687,6,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,50
Television,GVA,GVAN26LEDC,China,137,6.508611083,6,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,37
Television,GVA,GVAN32FLED,China,200,6.121310334,6,80.054,Screen Technology,LCD (LED),Screen area,2736.16,Average mode power,53.9
Television,GVA,GVAN19LEDC,China,85,6.652595391,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,22.7
Television,Panasonic,TH-L39EM5Z,Malaysia,177,8.166013395,8,97.965,Screen Technology,LCD (LED),Screen area,4099.2,Average mode power,48
Television,Panasonic,TH-L60E55Z,Malaysia,440,7.588180233,7,151.338,Screen Technology,LCD (LED),Screen area,9786.98,Average mode power,120
Television,Panasonic,TH-L50EM5Z,Malaysia,269,8.263746423,8,125.727,Screen Technology,LCD (LED),Screen area,6754.5112,Average mode power,73
Television,Panasonic,TH-L42DT50Z,Malaysia,250,7.281107153,7,106.697,Screen Technology,LCD (LED),Screen area,4863.9,Average mode power,68
Television,Panasonic,TH-L42ET50Z,Malaysia,254,7.209972007,7,106.697,Screen Technology,LCD (LED),Screen area,4863.9,Average mode power,69
Television,Panasonic,TH-L47DT50Z,Malaysia,305,7.278493314,7,119.324,Screen Technology,LCD (LED),Screen area,6084,Average mode power,83
Television,Panasonic,TH-L47ET50Z,Malaysia,316,7.119714641,7,119.324,Screen Technology,LCD (LED),Screen area,6084,Average mode power,86
Television,Panasonic,TH-L55DT50Z,Malaysia,382,7.500398338,7,138.798,Screen Technology,LCD (LED),Screen area,8228,Average mode power,104
Television,Panasonic,TH-L55WT50Z,Malaysia,393,7.375604073,7,138.818,Screen Technology,LCD (LED),Screen area,8232.84,Average mode power,107
Television,Panasonic,TH-P55UT50Z,Thailand,603,5.528354721,5.5,140.051,Screen Technology,Plasma,Screen area,8376.06,Average mode power,164
Television,Panasonic,TH-P55VT50Z,Thailand,676,5.016236496,5,140.051,Screen Technology,Plasma,Screen area,8376.06,Average mode power,184
Television,Panasonic,TH-P55GT50Z,Thailand,603,5.528354721,5.5,140.051,Screen Technology,Plasma,Screen area,8376.06,Average mode power,164
Television,Panasonic,TH-P50U50Z,Thailand,504,5.520750852,5.5,126.803,Screen Technology,Plasma,Screen area,6873.1,Average mode power,137
Television,Panasonic,TH-P50GT50Z,Thailand,505,5.511867955,5.5,126.803,Screen Technology,Plasma,Screen area,6873.1,Average mode power,137
Television,Panasonic,TH-L32EM5Z,Malaysia,155,7.272683632,7,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,42
Television,Panasonic,TH-L32XM5Z,Malaysia,126,8.191885338,8,80.054,Screen Technology,LCD (LED),Screen area,2736.16,Average mode power,34
Television,Panasonic,TH-P60GT50Z,Thailand,632,6.03384668,6,152.591,Screen Technology,Plasma,Screen area,9948.4,Average mode power,172
Television,Panasonic,TH-P60ST50Z,Thailand,635,6.012624446,6,152.591,Screen Technology,Plasma,Screen area,9948.4,Average mode power,173
Television,Panasonic,TH-P65ST50Z,Thailand,730,6.018687211,6,164.499,Screen Technology,Plasma,Screen area,11558.04,Average mode power,199
Television,KONKA,KDL19MS512A,China,79,6.980650598,6,47.013,Screen Technology,LCD,Screen area,944.1792,Average mode power,21
Television,KONKA,KDL19MS510A,China,79,6.980650598,6,47.013,Screen Technology,LCD,Screen area,944.1792,Average mode power,21
Television,KONKA,KDL24MS510A,China,86,7.964005771,7,59.827,Screen Technology,LCD,Screen area,1529.038,Average mode power,23
Television,TCL,L32D20EB,China,155,7.244,7,80,Screen Technology,LCD (LED),Screen area,2721.4,Average mode power,36.8
Television,TCL,L32D20ES,China,155,7.244,7,80,Screen Technology,LCD (LED),Screen area,2721.4,Average mode power,36.8
Television,Palsonic,TFTV825HD,China,395,3.071,3,80,Screen Technology,LCD,Screen area,2736.2,Average mode power,107.5
Television,TCL,L55P11FZE,China,390,7.395,7,138.8,Screen Technology,LCD (LED),Screen area,8202.3,Average mode power,102
Television,KOGAN,KGNFHDLED42KVBA,China,365,5.67,5.5,107.68,Screen Technology,LCD,Screen area,4970,Average mode power,99.3
Television,TCL,L19A11E,China,91,6.366,6,46.9,Screen Technology,LCD (LED),Screen area,951.2,Average mode power,23.54
Television,GVA,G22FHDLCD1,China,133,5.474,5,54.864,Screen Technology,LCD,Screen area,1277.9,Average mode power,35.3
Television,TEAC,LCD4265FHD,China,467,4.484,4,106.73,Screen Technology,LCD,Screen area,4867.6,Average mode power,126.48
Television,VIVO,LTV40FHD,China,539,3.447,3,101.5,Screen Technology,LCD,Screen area,4398.5,Average mode power,146.71
Television,VIVO,LTV32HD,China,355,3.559,3.5,80.1,Screen Technology,LCD,Screen area,2743.1,Average mode power,96.26
Television,ONIX,LE23Y1,China,120,6.326,6,57,Screen Technology,LCD,Screen area,1458.1,Average mode power,31.3
Television,Audiosonic,KM2120,China,119,5.972907396,5.5,54.687,Screen Technology,LCD,Screen area,1277.919504,Average mode power,31.61
Television,Sony,KDL-55NX810,Malaysia,426,7.012,7,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,116
Television,TOSHIBA,55XL700A,Indonesia,516,6.153,6,140,Screen Technology,LCD (LED),Screen area,8228,Average mode power,141.12
Television,SONIQ,L42S10A-AU,China,529,3.925,3.5,106.68,Screen Technology,LCD,Screen area,4867.6,Average mode power,143.838
Television,NUTEC,NUE2108,China,134,5.451,5,54.864,Screen Technology,LCD (LED),Screen area,1282.6,Average mode power,35.6
Television,RANK ARENA,SV-32H1FHD1,China,386,3.212,3,80,Screen Technology,LCD,Screen area,2765,Average mode power,104.56
Television,SAMSUNG ELECTRONICS,PS51D450A2M,Malaysia,640,4.562,4.5,129,Screen Technology,Plasma,Screen area,7065,Average mode power,175
Television,Palsonic,TFTV3842DT,China,97,5.294,5,39,Screen Technology,LCD,Screen area,685.6,Average mode power,19.4
Television,TCL,L55P10FHD,China,845,3.944,3.5,138.8,Screen Technology,LCD,Screen area,8230.1,Average mode power,229.03
Television,Palsonic,6816PF,China,242,4.496,4,68,Screen Technology,CRT,Screen area,2193,Average mode power,65
Television,TCL,L22T53D,China,180,4.42,4,56.1,Screen Technology,LCD,Screen area,1415.5,Average mode power,47.53
Television,Sony,KDL-26BX320,China,200,4.809,4.5,66.05296,Screen Technology,LCD,Screen area,1863.8,Average mode power,53.8
Television,SAMSUNG ELECTRONICS,LA40C630K1F,Malaysia,490,3.897,3.5,101.6,Screen Technology,LCD,Screen area,4425,Average mode power,133.8
Television,ONIX,LT40M7,China,559,3.295,3,101,Screen Technology,LCD,Screen area,4411.2,Average mode power,151.83
Television,ONIX,LT32M7,China,381,3.233,3,80,Screen Technology,LCD,Screen area,2736,Average mode power,102.78
Television,NEONIQ,LCF3218,China,507,1.963,1.5,81.28,Screen Technology,LCD,Screen area,2744,Average mode power,137.78
Television,Palsonic,PDP4225HD,China,694,2.79,2.5,106,Screen Technology,Plasma,Screen area,4970.3,Average mode power,188.1
Television,SAMSUNG ELECTRONICS,LA40C530F1H,Malaysia,491,3.888,3.5,101.6,Screen Technology,LCD,Screen area,4425,Average mode power,134
Television,ONIX,LE15M1,China,84,5.875,5.5,39,Screen Technology,LCD,Screen area,666,Average mode power,21.47
Television,Palsonic,TFTV8135DT,China,348,3.64,3.5,81,Screen Technology,LCD,Screen area,2736.66,Average mode power,94.06
Television,Telefunken,TLPL42,China,508,4.188,4,106.68,Screen Technology,Plasma,Screen area,4970.2,Average mode power,138.2
Television,GVA,GVA32M7D,China,345,3.688,3.5,80,Screen Technology,LCD,Screen area,2743.7,Average mode power,93.38
Television,GVA,GVA32M7,China,345,3.688,3.5,80,Screen Technology,LCD,Screen area,2743.7,Average mode power,93.38
Television,Sony,KDL-55NX720,Malaysia,497,6.321,6,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,135.45
Television,Palsonic,TFTV553LEDR,China,99,6.797,6,55,Screen Technology,LCD (LED),Screen area,1277.9,Average mode power,26
Television,TCL,L40P11FZE,China,285,6.315,6,101.2,Screen Technology,LCD (LED),Screen area,4412.3,Average mode power,74.9
Television,SAMSUNG ELECTRONICS,UA55C9000ZF,Malaysia,647,5.151,5,139.7,Screen Technology,LCD (LED),Screen area,8252.2,Average mode power,177
Television,TCL,L46P10FZ,China,590,4.123,4,116.4,Screen Technology,LCD,Screen area,5789.9,Average mode power,160.13
Television,PRIMA,LED2111DVD,China,119,5.973,5.5,54.6862,Screen Technology,LCD,Screen area,1277.9,Average mode power,31.61
Television,TCL,L46P11FZE,China,285,7.384,7,116.4,Screen Technology,LCD (LED),Screen area,5789.9,Average mode power,74.18
Television,VIVID,AJ-15LE1,China,84,5.875,5.5,39,Screen Technology,LCD,Screen area,666,Average mode power,21.47
Television,Palsonic,TFTV385HD,China,64,7.157,7,38,Screen Technology,LCD,Screen area,685.58,Average mode power,16.56
Television,TOSHIBA,32CV700A,China,245,5.235,5,80.2,Screen Technology,LCD,Screen area,2754.1,Average mode power,66.49
Television,ONIX,LE22YC1,China,108,6.407,6,54,Screen Technology,LCD,Screen area,1277.8,Average mode power,28.05
Television,NEONIQ,TCM22FHDDVD,China,172,4.322,4,55.88,Screen Technology,LCD,Screen area,1277.9,Average mode power,45.83
Television,MVM,LCD3210HD,China,401,3.005,3,81.28,Screen Technology,LCD,Screen area,2736.7,Average mode power,108.5
Television,NEONIQ,LCF4251,China,809,2.021,2,106.68,Screen Technology,LCD,Screen area,4867.6,Average mode power,220.3
Television,NEONIQ,LCH3292D,China,375,3.305,3,81.28,Screen Technology,LCD,Screen area,2736.7,Average mode power,101.5
Television,Palsonic,TFTV385HDR,China,66,6.956,6,38,Screen Technology,LCD,Screen area,666,Average mode power,17
Television,BAUHN,AS-47FHD1,China,546,4.669,4.5,121,Screen Technology,LCD,Screen area,6084,Average mode power,148.82
Television,Tecovision,LED42FDT1,China,437,4.814,4.5,107,Screen Technology,LCD (LED),Screen area,4908.8,Average mode power,118.7
Television,TCL,L19P11E,China,77,7.104,7,46.8,Screen Technology,LCD (LED),Screen area,947.1,Average mode power,19.5
Television,GVA,GVA19UA2C,China,122,5.033,5,47,Screen Technology,LCD,Screen area,944.2,Average mode power,32.8
Television,Palsonic,TFTV3842DTR,China,82,5.97,5.5,39.4,Screen Technology,LCD,Screen area,662,Average mode power,21.65
Television,Palsonic,PDP4212HD,China,707,2.751,2.5,106,Screen Technology,Plasma,Screen area,5026.3,Average mode power,193.5
Television,Palsonic,TFTV321HL,China,191,6.328,6,80,Screen Technology,LCD (LED),Screen area,2736.8,Average mode power,51.4
Television,Panasonic,TH-P50S20A,Japan,563,5.025,5,127,Screen Technology,Plasma,Screen area,6873.1,Average mode power,153
Television,NEONIQ,LCD32H3,China,377,4.094,4,88,Screen Technology,LCD,Screen area,3420,Average mode power,102.2
Television,NEONIQ,LEF3290,China,410,2.904,2.5,81.28,Screen Technology,LCD (LED),Screen area,2736.2,Average mode power,111.37
Television,Palsonic,TFTV425FL,China,442,4.73,4.5,106,Screen Technology,LCD (LED),Screen area,4867.6,Average mode power,120.3
Television,Sony,KDL-40NX710,Malaysia,354,5.343,5,101.6,Screen Technology,LCD (LED),Screen area,4412.3,Average mode power,96.5
Television,NEONIQ,LEH21F8,China,134,5.451,5,54.864,Screen Technology,LCD (LED),Screen area,1282.6,Average mode power,35.6
Television,TCL,L19T53D,China,174,3.71,3.5,48.3,Screen Technology,LCD,Screen area,1045.5,Average mode power,45.5
Television,BAUHN,AS-42LED1,China,317,6.219,6,106,Screen Technology,LCD,Screen area,4866.7,Average mode power,86.01
Television,KONKA,KDL46JS88A,China,450,5.365,5,116.81,Screen Technology,LCD,Screen area,5830.2,Average mode power,122.7
Television,Palsonic,TFTV556PBHD,China,147,5.301,5,55,Screen Technology,LCD,Screen area,1403,Average mode power,39.26
Television,Palsonic,TFTV5540FHD,China,147,5.301,5,55,Screen Technology,LCD,Screen area,1403,Average mode power,39.26
Television,Palsonic,TFTV5535PWDT,China,147,5.301,5,55,Screen Technology,LCD,Screen area,1403,Average mode power,39.26
Television,Palsonic,TFTV5535DT,China,147,5.301,5,55,Screen Technology,LCD,Screen area,1403,Average mode power,39.26
Television,Sony,KDL-52HX900,Malaysia,495,5.939,5.5,132.2,Screen Technology,LCD (LED),Screen area,7465,Average mode power,135.1
Television,TCL,L24D3260F,China,90,7.759090677,7,59.80969236,Screen Technology,LCD (LED),Screen area,1528.4516,Average mode power,21.09
Television,SAMSUNG ELECTRONICS,LA40B650T1F,Malaysia,520,3.631,3.5,101.6,Screen Technology,LCD,Screen area,4425,Average mode power,142
Television,SONIQ,QSL323CT,China,351,3.602,3.5,81,Screen Technology,LCD,Screen area,2737.1,Average mode power,95.1
Television,TCL,L42M9FHD,China,515,4.045,4,106.7,Screen Technology,LCD,Screen area,4867.6,Average mode power,139.48
Television,SAMSUNG ELECTRONICS,LA32C450E1D,Malaysia,312,4.156,4,81.3,Screen Technology,LCD,Screen area,2757.1,Average mode power,85
Television,Palsonic,TFTV4932LED,China,111,5.715,5.5,48,Screen Technology,LCD (LED),Screen area,1041.6,Average mode power,29.8
Television,SAMSUNG ELECTRONICS,LA32C550J1F,Malaysia,316,4.099,4,81.3,Screen Technology,LCD,Screen area,2757.1,Average mode power,86
Television,SAMSUNG ELECTRONICS,UA26C4000PD,Malaysia,177,5.398,5,66,Screen Technology,LCD (LED),Screen area,1887.5,Average mode power,48
Television,Changhong,LED32B2500*,China,127,8.157654824,8,80.043,Screen Technology,LCD (LED),Screen area,2737.0771,Average mode power,34
Television,TCL,L23A10FHD,China,181,4.624,4.5,59.8,Screen Technology,LCD,Screen area,1526.5,Average mode power,47.15
Television,TCL,L32E10FHD,China,245,5.221,5,81,Screen Technology,LCD,Screen area,2743.3,Average mode power,64.92
Television,TCL,L23E10FHD,China,177,4.628,4.5,58,Screen Technology,LCD,Screen area,1479,Average mode power,47.6
Television,TCL,L20E9AD,China,168,4.036,4,50,Screen Technology,LCD,Screen area,1112.5,Average mode power,44.62
Television,Panasonic,TH-P46U20A,Japan,486,5.026,5,117,Screen Technology,Plasma,Screen area,5838.9,Average mode power,132
Television,GVA,GVA22HDLED1,China,134,5.451,5,54.78,Screen Technology,LCD (LED),Screen area,1282.6,Average mode power,35.6
